,Id_pol,Annual.pct.driven,Total.miles.driven,Pct.drive.mon,Pct.drive.tue,Pct.drive.wed,Pct.drive.thr,Pct.drive.fri,Pct.drive.sat,Pct_drive_sun,Pct.drive.2hrs,Pct.drive.3hrs,Pct.drive.4hrs,Pct.drive.wkday,Pct.drive.wkend,Pct.drive.rush am,Pct.drive.rush pm,Avgdays.week,Accel.06miles,Accel.08miles,Accel.09miles,Accel.11miles,Accel.12miles,Accel.14miles,Brake.06miles,Brake.08miles,Brake.09miles,Brake.11miles,Brake.12miles,Brake.14miles,Left.turn.intensity08,Left.turn.intensity09,Left.turn.intensity10,Left.turn.intensity11,Left.turn.intensity12,Right.turn.intensity08,Right.turn.intensity09,Right.turn.intensity10,Right.turn.intensity11,Right.turn.intensity12,NB_Claim,AMT_Claim,Duration,Insured_age,Insured_sex,Car_age,Marital,Car_use,Credit_score,Region,Annual_miles_drive,Years_noclaims,Territory
12,151466,0.652054795,4426.661255765256,0.132959783,0.146902864,0.152622914,0.180038502,0.212630196,0.136767597,0.038078143,0.005871876,0.00263222,0.0,0.82595043,0.17404957,0.265330808,0.245578657,5.240495698,137.0,27.0,12.0,5.0,1.0,0.0,135.0,27.0,11.0,4.0,1.0,1.0,825.0,514.0,240.0,135.0,65.0,1435.0,865.0,389.0,217.0,114.0,1,5325.429566,366,42,Male,6,Married,Commute,800.0,Urban,7953.5488,12.0,66
13,146411,0.961643836,30415.64874,0.131596801,0.173321902,0.168301966,0.164663907,0.138733172,0.120449925,0.102932329,0.025421138,0.003942114,0.002913171,0.778552845,0.221447155,0.099131707,0.150289431,6.311577239,11.0,1.0,0.0,0.0,0.0,0.0,61.0,7.0,2.0,1.0,0.0,0.0,433.0,204.0,63.0,24.0,8.0,333.0,173.0,62.0,26.0,11.0,2,6176.745117,366,47,Female,0,Married,Commute,827.0,Rural,11122.5409,29.0,18
14,218808,0.909589041,9798.208091,0.132357169,0.113220971,0.137515977,0.135994994,0.145536953,0.212336031,0.123037905,0.002790136,0.0,0.0,0.668268821,0.331731179,0.325309489,0.175802711,6.506189783,53.0,2.0,0.0,0.0,0.0,0.0,89.0,11.0,3.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,88.0,24.0,2.0,1.0,1.0,1,4193.076416,365,44,Female,9,Married,Commute,844.0,Urban,6213.71,18.0,63
15,202662,0.457534247,3022.719257,0.121243886,0.152740609,0.137134711,0.132888007,0.212968747,0.131734975,0.111289065,0.001,0.0,0.0,0.754935063,0.245064937,0.193856144,0.12,5.992807205,21.0,1.0,0.0,0.0,0.0,0.0,42.0,4.0,1.0,1.0,0.0,0.0,1296.0,711.0,246.0,118.0,55.0,837.0,462.0,195.0,106.0,55.0,1,1724.373962,365,41,Male,0,Married,Commute,846.0,Urban,6213.71,21.0,75
16,196399,0.978082192,11411.05857,0.093053666,0.125202972,0.12969738,0.129067042,0.180034776,0.196965758,0.145978405,0.002993793,0.000997931,0.0,0.660206892,0.339793108,0.230227581,0.080372406,6.598551755,11.0,2.0,1.0,1.0,0.0,0.0,24.0,2.0,1.0,1.0,1.0,0.0,25.0,17.0,6.0,2.0,1.0,17.0,7.0,1.0,0.0,0.0,1,2055.311096,366,32,Male,14,Single,Commute,763.0,Urban,6213.71,16.0,57
17,199140,0.95890411,15614.16899,0.142143586,0.178245128,0.150207305,0.140101602,0.151634916,0.11826053,0.119406933,0.015067576,0.006154564,0.001758447,0.76241553,0.23758447,0.044493181,0.12516894,6.051689396,41.0,4.0,1.0,0.0,0.0,0.0,60.0,10.0,3.0,1.0,0.0,0.0,18.0,4.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1,0.0,365,71,Male,1,Single,Private,825.0,Urban,15534.275,55.0,35
18,196029,0.953424658,13752.07879915185,0.122776703,0.129450115,0.135395698,0.190914749,0.165251636,0.152087005,0.104124094,0.004,0.000429874,0.000214937,0.74785063,0.25214937,0.0757012609999999,0.112896218,6.43551891,50.0,7.0,3.0,1.0,0.0,0.0,58.0,7.0,2.0,1.0,0.0,0.0,361.0,150.0,37.0,12.0,3.0,647.0,314.0,88.0,32.0,11.0,1,1916.98407,366,46,Male,4,Single,Commute,717.0,Urban,15534.275,18.0,62
19,142869,0.926027397,14809.83691,0.154853467,0.140638087,0.128399653,0.159105998,0.161537813,0.126121583,0.1293434,0.007942561,0.00017624,0.0,0.747663208,0.252336792,0.170613612,0.290039219,6.240991913,21.0,2.0,1.0,1.0,0.0,0.0,99.0,15.0,5.0,2.0,1.0,0.0,382.0,191.0,62.0,25.0,10.0,419.0,206.0,73.0,32.0,11.0,1,4743.003296,365,25,Male,8,Single,Commute,787.0,Urban,9320.565,9.0,72
20,207325,0.339726027,5229.109472,0.122565674,0.163636673,0.190310079,0.137071155,0.188979469,0.092292871,0.105144078,0.063005596,0.009926133,0.0028892,0.8,0.2,0.164829324,0.050369334,3.566480126,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,118.0,70.0,21.0,8.0,1.0,1,0.0,365,66,Male,6,Married,Private,879.0,Urban,6213.71,48.0,36
21,168542,0.956164384,21749.78439099664,0.157233559,0.1771152919999999,0.149592609,0.190871184,0.158852222,0.090367066,0.075968068,0.015377441,0.003475488,0.000825163,0.8355227820000001,0.164477218,0.178251627,0.141258137,4.654576897,16.0,1.0,1.0,0.0,0.0,0.0,44.0,7.0,2.0,1.0,0.0,0.0,917.0,562.0,240.0,130.0,62.0,1689.0,1150.0,598.0,355.0,202.0,1,2318.299988,365,26,Male,6,Married,Commute,695.0,Urban,9320.565,9.0,72
22,185444,1.0,24526.58408,0.141597578,0.166764155,0.157782764,0.161405367,0.161589609,0.124152313,0.086708214,0.002292519,4.88e-05,3.66e-05,0.789878117,0.210121883,0.179024937,0.21914682,6.102437658,33.0,3.0,1.0,1.0,0.0,0.0,81.0,12.0,3.0,1.0,0.0,0.0,541.0,283.0,91.0,38.0,16.0,1556.0,1050.0,513.0,299.0,158.0,2,4694.296875,366,42,Male,3,Married,Commute,792.0,Urban,17336.2509,25.0,65
23,193264,0.901369863,11429.1552,0.132372712,0.132510165,0.122761056,0.133963949,0.150458408,0.175614822,0.152318888,0.012388132,0.002731355,0.0,0.668059342,0.331940658,0.137313553,0.177313553,6.646271051,49.0,2.0,0.0,0.0,0.0,0.0,70.0,10.0,4.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,4.0,1.0,1.0,0.0,1,318.6124878,366,40,Female,3,Single,Commute,755.0,Urban,12427.42,23.0,79
24,191864,0.452054795,1552.873844,0.125691535,0.260116862,0.250924978,0.08946492,0.099655076,0.070748397,0.103398232,0.003304473,0.000182684,0.0,0.825128427,0.174871573,0.038782107,0.036089466,2.919220786,14.0,2.0,1.0,1.0,0.0,0.0,35.0,4.0,2.0,1.0,1.0,0.0,48.0,13.0,5.0,2.0,0.0,123.0,44.0,24.0,5.0,0.0,1,50.6724701,194,78,Male,15,Married,Private,763.0,Rural,6213.71,9.0,43
25,141593,0.767123288,13022.60572,0.14589061,0.206884509,0.132425856,0.15785382,0.168363665,0.100922001,0.087659539,0.00194118,0.001117648,0.000117648,0.812941148,0.187058852,0.122941148,0.12,6.96470574,42.0,2.0,0.0,0.0,0.0,0.0,75.0,10.0,3.0,1.0,0.0,0.0,96.0,22.0,5.0,2.0,1.0,170.0,43.0,5.0,2.0,1.0,1,0.0,366,52,Male,1,Married,Commercial,772.0,Urban,12427.42,21.0,13
26,127024,0.419178082,2157.014405,0.15891001,0.168721109,0.175137962,0.134033766,0.156496874,0.146345526,0.060354753,0.0,0.0,0.0,0.794481182,0.205518818,0.007240591,0.369404239,4.829361595,41.0,1.0,0.0,0.0,0.0,0.0,99.0,11.0,3.0,1.0,0.0,0.0,285.0,129.0,43.0,9.0,3.0,360.0,158.0,35.0,11.0,1.0,2,5416.078491,365,73,Female,8,Married,Private,805.0,Urban,6213.71,27.0,61
27,159497,1.0,8493.51118290679,0.146085973,0.17224148,0.139233063,0.153020028,0.136879679,0.135862762,0.116677015,3.99e-05,2e-05,0.0,0.750998675,0.249001325,0.079800265,0.10039947,6.978029157999999,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,835.3055423,366,52,Male,4,Married,Commute,740.0,Urban,12427.42,27.0,76
28,179223,1.0,12698.35109062166,0.141715302,0.176256986,0.167225632,0.192041967,0.17799282,0.113195644,0.031571649,0.001065667,0.0,0.0,0.858423996,0.141576004,0.218161328,0.32750466,5.409193359,3.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,419.0,190.0,38.0,8.0,3.0,751.0,424.0,141.0,53.0,17.0,1,561.620636,366,38,Female,2,Married,Commute,854.0,Urban,12427.42,20.0,38
29,159268,0.5452054789999999,2117.029813356622,0.140311374,0.146751571,0.165703992,0.202086249,0.136984479,0.082898785,0.125263551,0.0,0.0,0.0,0.789665754,0.210334246,0.03267397,0.071336985,5.626739698,62.0,4.0,1.0,0.0,0.0,0.0,106.0,15.0,4.0,2.0,1.0,0.0,486.0,191.0,47.0,10.0,4.0,2242.0,1422.0,635.0,336.0,183.0,1,2116.616639,190,74,Male,7,Married,Private,900.0,Urban,6213.71,54.0,14
30,213172,0.997260274,10058.8384408673,0.166739295,0.172326031,0.177636319,0.158131669,0.164665274,0.089787815,0.0707135959999999,0.001721086,0.0,0.0,0.8386054279999999,0.161394572,0.157891442,0.091394572,5.858162837,107.0,6.0,2.0,1.0,1.0,0.0,78.0,9.0,3.0,1.0,1.0,0.0,2326.0,1259.0,439.0,199.0,98.0,3096.0,1925.0,861.0,459.0,234.0,1,3445.631836,366,50,Male,5,Married,Commute,813.0,Urban,9320.565,34.0,71
31,205034,0.487671233,6216.76516936022,0.12286165,0.116390738,0.164705024,0.138023537,0.189017684,0.142662017,0.12633935,0.0,0.0,0.0,0.730538254,0.269461746,0.065483606,0.143439887,5.909672112000001,96.0,27.0,15.0,11.0,7.0,5.0,60.0,9.0,6.0,4.0,2.0,2.0,734.0,397.0,160.0,81.0,43.0,1040.0,563.0,193.0,90.0,44.0,1,22073.74658,338,45,Male,3,Married,Commute,620.0,Urban,12427.42,27.0,83
32,164800,0.912328767,6594.400033,0.118516642,0.148618389,0.123344132,0.221297865,0.16694543,0.132943945,0.088333596,0.001010186,2.55e-06,0.0,0.780076392,0.219923608,0.020025464,0.109796287,3.603564981,2.0,0.0,0.0,0.0,0.0,0.0,62.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,513.3879089,366,68,Female,3,Married,Private,796.0,Urban,6213.71,52.0,91
33,151051,0.178082192,4695.5558874408725,0.148021721,0.125220954,0.120221834,0.197524862,0.210998067,0.102725095,0.095287468,0.003,0.0,0.0,0.800351145,0.199648855,0.112809158,0.111053434,5.414045791,38.0,2.0,1.0,0.0,0.0,0.0,47.0,3.0,1.0,1.0,1.0,0.0,921.0,409.0,103.0,31.0,8.0,2034.0,1250.0,514.0,240.0,93.0,1,3695.232056,366,42,Male,8,Married,Commute,524.0,Rural,12427.42,26.0,87
34,189921,0.906849315,14079.2723,0.12785725,0.16143932,0.134192957,0.14672039,0.169044628,0.143629765,0.117115691,0.001,0.0,0.0,0.740047861,0.259952139,0.074313063,0.117204392,6.714217342,29.0,1.0,0.0,0.0,0.0,0.0,112.0,11.0,3.0,1.0,0.0,0.0,71.0,24.0,4.0,1.0,1.0,146.0,59.0,13.0,5.0,1.0,1,729.5814515,365,32,Female,4,Single,Private,771.0,Urban,6213.71,10.0,68
35,142391,0.835616438,9552.693808,0.156994474,0.132832841,0.166575347,0.124801371,0.161955678,0.149935007,0.106905281,0.000198601,7.94e-05,3.97e-05,0.739205594,0.260794406,0.081191609,0.198013986,6.692055943,227.0,66.0,22.0,6.0,0.0,0.0,185.0,21.0,6.0,1.0,0.0,0.0,95.0,40.0,10.0,4.0,2.0,101.0,45.0,11.0,4.0,1.0,1,1078.653443,366,39,Male,11,Single,Commute,879.0,Urban,12427.42,3.0,12
36,194834,0.767123288,3693.715493,0.144911147,0.138547531,0.161476893,0.156552233,0.145715361,0.115702903,0.137093933,0.005469215,0.002302827,0.000575707,0.75014974,0.24985026,0.054242932,0.084392671,6.386356027,81.0,7.0,2.0,1.0,0.0,0.0,201.0,18.0,5.0,2.0,1.0,0.0,19.0,5.0,1.0,1.0,1.0,25.0,9.0,4.0,1.0,1.0,1,1761.458679,366,72,Female,6,Married,Commute,702.0,Urban,6213.71,31.0,39
37,176464,0.997260274,11097.69964,0.153726563,0.209523333,0.190122774,0.207065695,0.199967665,0.031460777,0.008133194,0.004237101,0.001065286,0.000106529,0.962955419,0.037044581,0.282955419,0.054501585,4.214777096,4.0,2.0,1.0,1.0,1.0,0.0,31.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,1,1421.285248,366,39,Male,7,Married,Commercial,727.0,Urban,18641.13,15.0,69
38,211118,0.690410959,10691.954471235102,0.148614941,0.135806505,0.142447466,0.163458749,0.170629363,0.127705615,0.111337362,0.0012424139999999,0.0,0.0,0.7585455170000001,0.241454483,0.033393794,0.124848277,6.556365508,18.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,14.0,6.0,2.0,1.0,0.0,1,315.0597382,365,52,Female,0,Single,Private,750.0,Urban,4970.968,34.0,72
39,154070,1.0,15856.05521,0.150847932,0.144841784,0.154230735,0.151599665,0.146062922,0.135609016,0.116807946,0.002330123,0.000532049,0.0,0.745320491,0.254679509,0.097243436,0.165320491,6.479807362,45.0,2.0,1.0,1.0,1.0,0.0,132.0,16.0,4.0,1.0,1.0,0.0,1163.0,616.0,211.0,87.0,33.0,2079.0,1287.0,555.0,289.0,145.0,1,3471.721802,366,27,Female,3,Married,Commute,848.0,Urban,12427.42,10.0,59
40,186859,1.0,4946.513437,0.133800742,0.142903812,0.154419008,0.140128628,0.153207565,0.148267189,0.127273056,0.003815928,0.001815928,0.000815928,0.722088663,0.277911337,0.095522166,0.081044331,5.6,32.0,6.0,4.0,2.0,1.0,1.0,75.0,12.0,4.0,2.0,1.0,1.0,1148.0,514.0,122.0,48.0,19.0,1196.0,567.0,132.0,40.0,11.0,1,758.0829165,366,34,Female,6,Single,Commute,817.0,Urban,6213.71,16.0,52
41,193128,0.926027397,2740.741637216854,0.095883063,0.129587757,0.18456264,0.179855984,0.156130316,0.125257349,0.12872289,0.002775327,0.0,0.0,0.74674018,0.25325982,0.024493453,0.059735815,3.587227216,196.0,17.0,6.0,4.0,2.0,1.0,220.0,20.0,6.0,2.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,1,0.0,366,66,Male,10,Single,Private,857.0,Urban,6213.71,42.0,72
42,161306,0.865753425,6158.436977,0.129714712,0.136533882,0.129590348,0.145940804,0.183416806,0.173429046,0.101374402,0.003938569,0.000984642,0.0,0.720921465,0.279078535,0.08,0.09061431,6.683106478,61.0,5.0,1.0,1.0,0.0,0.0,59.0,7.0,2.0,1.0,1.0,0.0,23.0,8.0,2.0,0.0,0.0,53.0,21.0,7.0,6.0,4.0,1,2563.54834,366,21,Male,3,Single,Commute,830.0,Urban,9320.565,4.0,80
43,152980,1.0,9236.376002,0.149516181,0.163688154,0.139575967,0.16895865,0.154532056,0.126561362,0.09716763,0.006672434,0.003017301,0.002344868,0.776551324,0.223448676,0.06,0.106205297,5.458592699,12.0,1.0,1.0,0.0,0.0,0.0,36.0,3.0,1.0,1.0,0.0,0.0,529.0,229.0,49.0,16.0,4.0,702.0,340.0,103.0,42.0,14.0,1,4473.693604,365,55,Male,3,Married,Private,794.0,Rural,12427.42,36.0,54
44,198730,0.873972603,12044.07418,0.137794312,0.150900397,0.140583918,0.143804415,0.134037839,0.150778431,0.142100687,0.004555574,0.000888893,0.000888893,0.711111065,0.288888935,0.029999172,0.147777456,6.222221302,52.0,6.0,2.0,2.0,1.0,1.0,152.0,24.0,7.0,3.0,1.0,1.0,823.0,528.0,233.0,122.0,62.0,1084.0,687.0,303.0,158.0,82.0,1,2754.275574,366,52,Female,7,Married,Commute,878.0,Urban,12427.42,35.0,14
45,145481,0.98630137,16933.71357,0.130219065,0.145119232,0.140240053,0.160871885,0.166784213,0.133124079,0.123641474,0.007641956,0.001856782,0.0,0.741432177,0.258567823,0.139283911,0.176419557,6.035804426,7.0,0.0,0.0,0.0,0.0,0.0,81.0,6.0,2.0,1.0,0.0,0.0,193.0,46.0,4.0,1.0,0.0,907.0,482.0,146.0,47.0,11.0,1,7866.057128,366,49,Male,5,Married,Commute,736.0,Urban,24854.84,32.0,71
46,152772,0.520547945,2783.2709894404634,0.197145602,0.1505232819999999,0.127330024,0.098331902,0.117014309,0.188428116,0.121226765,0.000184871,8.22e-05,3.08e-05,0.688254,0.311746,0.0791783529999999,0.149691882,4.773296472,105.0,11.0,2.0,1.0,0.0,0.0,85.0,9.0,2.0,1.0,0.0,0.0,80.0,29.0,6.0,1.0,1.0,224.0,106.0,38.0,18.0,11.0,1,11369.11963,366,23,Female,0,Single,Commute,700.0,Urban,12427.42,7.0,71
47,177049,0.487671233,1823.365770872941,0.150389861,0.106779513,0.221663991,0.177177764,0.126221948,0.132670089,0.085096834,0.0,0.0,0.0,0.7776472520000001,0.222352748,0.04176475,0.0629412509999999,6.370587492,7.0,1.0,1.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,6.0,0.0,0.0,0.0,1,214.6898346,182,71,Female,7,Single,Private,900.0,Urban,6213.71,55.0,91
48,182578,0.463013699,658.3484868450648,0.308958408,0.294317103,0.158207235,0.144406474,0.061249341,0.017732158,0.015129281,0.0,0.0,0.0,0.964556267,0.035443733,0.0,0.05694968,3.4011528010000003,9.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1242.222199,196,60,Female,1,Married,Private,830.0,Urban,6213.71,36.0,23
49,181868,0.983561644,11271.816714043907,0.152087724,0.159248481,0.1673555109999999,0.150588245,0.150047365,0.132948593,0.087724082,0.004464788,0.0,0.0,0.777511725,0.222488275,0.033568078,0.108215961,5.414084708,10.0,1.0,0.0,0.0,0.0,0.0,55.0,4.0,1.0,0.0,0.0,0.0,301.0,121.0,25.0,6.0,1.0,613.0,278.0,68.0,24.0,5.0,1,2414.071472,366,63,Male,4,Married,Private,848.0,Rural,9817.6618,45.0,37
50,205516,0.789041096,5335.878366,0.149832289,0.157035592,0.193183084,0.151348641,0.115156162,0.11820208,0.115242151,0.004386843,0.002820113,0.000626692,0.763597732,0.236402268,0.160135349,0.155203023,6.131334593,240.0,75.0,34.0,11.0,1.0,0.0,155.0,25.0,9.0,4.0,1.0,0.0,244.0,102.0,22.0,8.0,3.0,1014.0,478.0,120.0,50.0,21.0,1,2560.784363,366,57,Male,8,Married,Private,757.0,Urban,4970.968,34.0,77
51,150351,0.202739726,2269.266650976429,0.114848689,0.163884566,0.154396219,0.185666316,0.149391404,0.15556122,0.076251586,0.001886417,0.0,0.0,0.765111225,0.234888775,0.098296258,0.147728344,5.562470533,4.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,57.0,15.0,1.0,1.0,1.0,234.0,86.0,9.0,1.0,0.0,1,3616.234131,365,59,Male,1,Married,Commute,800.0,Rural,9320.565,43.0,81
52,146075,0.652054795,4079.020981272983,0.114806047,0.114249583,0.154254374,0.1548608769999999,0.186465633,0.149056665,0.126306821,0.000907628,0.0,0.0,0.726466009,0.273533991,0.075864035,0.092008302,6.081525688999999,18.0,0.0,0.0,0.0,0.0,0.0,58.0,6.0,1.0,0.0,0.0,0.0,40.0,12.0,3.0,1.0,1.0,28.0,8.0,0.0,0.0,0.0,1,14398.54102,366,44,Male,8,Married,Commute,653.0,Urban,9320.565,25.0,35
53,135308,0.542465753,6623.646487100129,0.124095076,0.116649628,0.134980215,0.184611191,0.186865031,0.125482981,0.127315878,0.013390018,0.0,0.0,0.74869994,0.25130006,0.054599948,0.187399879,5.249000949,50.0,8.0,1.0,0.0,0.0,0.0,52.0,5.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,26.0,11.0,2.0,1.0,1.0,1,0.0,365,46,Female,9,Married,Private,580.0,Rural,6213.71,11.0,79
54,176101,0.953424658,2708.416754,0.119311453,0.106845927,0.108626717,0.111792509,0.098931268,0.248714214,0.205777913,0.017168998,0.007445999,0.00279225,0.542852543,0.457147457,0.013157525,0.130387519,2.449300465,3.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,50.0,12.0,4.0,0.0,0.0,139.0,41.0,6.0,4.0,1.0,1,281.9442444,365,46,Female,7,Single,Commute,763.0,Urban,12427.42,29.0,31
